month,year,review_title,departure_city,arrival_city,review_comment,seat_comfort,food_and_beverages,inflight_entertainment,value_for_money,customer_service,source
Jun,2023.0,"if you need to be on time, stay away from EA",Addis Ababa,Washington DC International,"Invariably leaves late. And I've been flying with them for 10yeats. Why, business picks up tab but only in EA. Confusion almost always. Website either malfunctions or is confusing. Hostesses always sweet. But the negatives are considerable and little changes over the years.",3.0,4.0,2.0,3.0,4.0,TripAdvisor
Jun,2023.0,LOST BAGGAGE NO SUPPORT FROM ETHIOPIAN AIRLINE,Johannesburg,Istanbul International,LEFT JOHANNESBURG ON 27 JUNE 2023 AND ARRIVED IN ISTANBUL SAME DAY BUT OUR BAGS DID NOT ARRIVE. IT IS IMPOSSIBLE TO GET HOLD ON ANYONE AT ETHIOPIAN AIRLINES FOR ASSISTANCE. BAGS FINALLY ARRIVED 2 DAYS LATER IN ISTANBUL AND NOW AIRLINES DEMANDING PAYMENT TO HAVE OUR BAGS SENT TO US IN ANTALYA. WOULD DEFINITELY NEVER RECOMMEND ETHIOPIAN AIRLINES RATHER STICK TO MORE REPUTABLE AIRLINES,1.0,4.0,1.0,2.0,2.0,TripAdvisor
Jun,2023.0,Worst airline ever,Dubai,Cairo International Economy,"I paid extra in the website when I made the booking to choose my seat and they put me in whatever place . They weigh your luggage at the boarding gate and ask you for excessive money that they invent at the time. Lack of hygiene on the plane, leftover food on the floor and seats when boarding the plane. bad smell all the time. They could invest in air fresheners. 10 hour flight is hard to bear with the strong human scent. I don't recommend at all.",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Jun,2023.0,Humiliated by Ethiopian Airlines,Addis Ababa,London International Economy,"I travelled from Maputo to London on Saturday 24 June, connecting onto London on flight ET 700 on Sunday 25 June. The Maputo flight was a really small and old plane- a poor flight. But the problem arose at Bole airport when we were boarding the flight to London. The queues were out of control. I'm 62 years old and by mistake chose the wrong queue. I was in the queue for zone 2, and I should have been in the queue for zone 4. It was after midnight, we were all exhausted! An Ethiopian Airlines staff member told me off for being in the wrong queue, confiscated my boarding pass, refused to give it back and when I insisted he said 'Act your age'. He was arrogant, insolent and humiliated me in front of all the other passengers. Does Ethiopian no longer train your staff on appropriate customer service? The staff member should be ashamed of himself. He is really letting both his airline and his country down- and losing business for the airline in the process.",2.0,1.0,3.0,1.0,2.0,TripAdvisor
Jun,2023.0,Literally the worst flying experience I have ever had,Atlanta,Dar es Salaam International Economy,"Literally the worst flying experience I have ever had. To be fair, I don't fly very often, but my brother recalled a time that I accidentally brought pepper spray on a flight and he said that if my pepper spray had exploded mid-flight, it still would've been a better experience than we had with Ethiopian Airlines. The flight itself was perfectly fine. However, the flight left three hours late with hardly any explanation. Because the flight left so late, we missed our connecting flight in Addis Ababa. My brother who bought his ticket separately from the rest of the family was put on a flight 12 hours later and the rest of the family was put on a flight 24 hours later. When my brother landed, his checked baggage wasn't at the airport. We had assumed that it would arrive with the rest of the family's baggage but instead NONE of our 12 checked bags made it to Dar es Salaam. And, due to Ethiopian Airlines' 7 kilo limit on carry-on luggage, we could barely fit any clothes inside the carry-ons so we're left with hardly any clothing. To make things even worse, the entire reason we were going to Dar es Salaam was for my brother's wedding and the checked luggage contained almost everyone's wedding clothes. The value of our missing luggage is in the thousands. I would be more forgiving if there was anything that my family could've done differently to have a better experience, but every single issue that we faced was the fault of Ethiopian Airlines. A few smaller, less consequential (and admittedly nit-picky) details include: - The airline said that they would have vegan meal options but both breakfast and dinner didn't have anything vegan beyond crackers and cookies. - Every single movie (with English audio, I didn't check any other audio options) had closed captioning in Chinese that couldn't be turned off and you couldn't switch the language. - In the tab to listen to music, there were only three albums in the rock selection which were by Wheatus, System of a Down, and Bowling for Soup. - The bathroom didn't have any soap.",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Jun,2023.0,"FIVE STAR FOR TAYE, EQUITORIAL GUINEA AREA MANAGER",Brazzaville,Nairobi Africa,"I have interacted with many employees from Ethiopian airlines, but the gold standard is Taye, area manager in Equatorial Guinea. I have never experienced warmth, kindness, courtesy and professional advice from anyone, but this gentleman. I was calling from Brazzaville but he was so kind to me, and was willing to refer me and share my request to Brazzaville area manager to assist me. One of a kind, and very few!!",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Jun,2023.0,No compensation for long delay,Entebbe,Copenhagen International Economy,"I had embarked for an overnight trip from Uganda to Copenhagen, with a three-hour transit in Addis airport. The connecting flight from Addis however had a technical fault. So instead of departing shortly after midnight, the flight left Addis half past eight in the morning, meaning that all passengers, children and elderly included, had to spent the whole night in whatever uncomfortable chairs they could find, in the truly miserable Addis Bole airport. No compensation was given despite filing a claim for it on the airline's system. I will never fly with Ethiopian again, and think they should be kicked out of the Star Alliance airline network for such poor service.",3.0,1.0,1.0,3.0,4.0,TripAdvisor
Jun,2023.0,Addis Ababa Bolle International silver Lounge is a mess.,London,Addis Ababa International,"Etiopian airlines is not like it used to be the service they provide from chexk i. To luggage collexrion is not that good. When I got the Bole International Airport by 5.15pm there is no one by the luggage drop off, I've asked why & been advised that it's a shift exchange time so we have to wait the que is getting more & more then a trainee customer service open the desk then one senior service provider joined her untill 5.45. By 5.45 only 2 customers has been served. We have been waiting patiently but explanation no apology or instruction we have to just wait curiously after long wait I managed to check in. As I am star Allian silver status by 11.00pm I went to seat by the lounge & no one was there to scan & give access after wait a guy who wor inside the airport advices us to go to next lounge then so I went & asked the receptionist by the Gold lounge after 20mns phone call & big argument between them. They told me now I can go back to Silver lounge to get the services. As I have to walk 15mns to ge to the lounge & don't have enough time I decided to seat by the reception untill my departure time. Even here no apologies or explanations. When you ask they get angry or they are confused. What a mess. I experience this a lot of time & it is getting worse. WHAT IS WRONG WITH THIS PEOPLE!!! Ethiopian Airlines USED TO GIVE OUTSTANDING SERVICES BUT NOW THEY INCLINE DOWN. I DON'T RECOMAND THEM AT ALL..",3.0,2.0,1.0,1.0,2.0,TripAdvisor
Jun,2023.0,Disorganized,Toronto,Garoua International,"Ethiopian Airlines: never again, my first and last time. I flew home a week ago from Toronto. I had a bad experience during boarding. They were very disorganized. They never gave the elderly, disabled, or families with children priority. They let those connecting boards go first. After 30 minutes, they called families with children at the same time they called everyone else. It was chaos. The tunnel that connects the gate to the airplane had a massive line-up. That was another 30 minutes. Ethiopian airlines get your things together. You need to change your staff; they are nice but not organized.",1.0,2.0,1.0,1.0,3.0,TripAdvisor
Jun,2023.0,"If you’re a traveler - this is a total nightmare, pay more and avoid it.",London,Addis Ababa International Economy,"I can safely say I will do whatever it takes to avoid this airline in my future. It’s unbelievably unorganized (no lines, swarms of people who don’t know where they’re going from the start and no one directing - a lady of the counter also full on yelled at me because I asked her a question 6 minutes before the counter window opened….). We then took off an hour late, just sitting on the plane, with no reasoning - until 45 minutes into waiting they gave an update. Why can’t you update people and let us know what is going on within a reasonable amount of time? So people don’t get annoyed for no reason? Also, this was an 8 hour flight that took off at 9PM (10:10 with the delay) . They literally didn’t come around with anything, including water, for the first 3.5 hours in air. Pack food & water! Then, everyone on that plane was trying to sleep (with it being 10PM and all….) yet they kept full lights on the entire time - up until the last 2 hours? Bizarre. And seriously sucks for people like us who needed that 8 hours to sleep on our 32 hours journey…. We were so confused why they wouldn’t let people sleep? We ended up buying lounge access at the airport so we could get an hour in at least after, and before our next leg. Then a woman had her kid throw up right in front of us, she quickly ran and asked for water… and they said “sorry, we’re busy at the moment”. Soooo, it smelled like puke and the kid cried significantly longer that what was necessary. Given they barely offer you anything in flight, you’d think someone would be able to help her?? Lastly, these seats are insane for international travel. It felt like I was on a commuter plane going from OC to SF, cramped as could be, for 8 hours. Even United international has more space! I’m 5’3” and literally couldn’t stretch my legs out the entire flight. I’ve never left a flight so poorly rested and knotted up from zero room (they JAM those planes full of seats). There’s more, but I think you all get it. I’d rather pay $50-$70 more and have a decent experience next time. No worth it. 2 stars because the food was actually ‘okay’.",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Jun,2023.0,Misrepresenting Flight Prices,New Delhi,Atlanta International Economy,"There is nothing that makes me angrier when I am booking flights than when after I have planned my entire trip, put in all of my personal, preference, and payment information, and then the site says the flight is no longer available at this price. Not only did the website not accept my payment at the initially advertised price, but continued to advertise the initially quoted price when I returned to the home page. I went through the process again and I received the same error message. I am happy to pay a fair price but don't lure me to your website with a falsely advertised price and then try and charge me a higher one!",3.0,1.0,4.0,3.0,4.0,TripAdvisor
Jun,2023.0,Ridiculous change Destination fees,Chicago,Gaborone International,"Actually my trip isn't until the end of september 2023. I'm writing this review with regards to the ridiculous charges this airline charges to change itineraries. I paid for a roundtrip ticket to Gaborone, which has a short layover in Addis Ababa. I decided I'd rather switch and stay in Addis instead of going to Gaborone, but was told I'd have to pay almost $700 to do so. How ridiculous and unreasonable is that?!? In no other industry would ANYONE charge you EXTRA money for a shorter trip. Can you imagine a taxi driver saying, I'm going to charge almost half of your original fair EXTRA to drive you somewhere closer than your original destination? Of course not, but this is what they're doing to costumers and it's degusting to say the least. If I could cancel my flight with this arline I would, but I'd lose all my money of course and I refused to give them another penny of my hard earned money EVER again, so I guess I'll be forced to go to Gaborone .",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Jun,2023.0,Lilongwe to Johannesburg,Lilongwe,Johannesburg Africa Economy,"Flew Lilongwe-Johannesburg (with a stop in Blantyre) on Ethiopian Airlines - flight operated by its subsidiary Malawi Airlines. Online check-in was smooth. Airport check-in didn't open until 1.75 hours before the flight, and the system immediately went down. They asked passengers to wait and 10 minutes later they started checking in manually; there was a very long line. However, the system went back up and they recovered pretty well - the flight left on time. Average on board experience. A hot meal was served. No USB ports. Early arrival.",1.0,4.0,3.0,4.0,4.0,TripAdvisor
Jun,2023.0,Disappointed,Chicago,Addis Ababa International Economy,"Due to a delay out of ORD at the fault of ethopian airlines, we missed our next flight to Johannesburg. Spending our first day of vacation in an Ethopian airport instead of our final destination. Fatigued to the max after the 14+ hour flight here and having to sit for 6 hours until the next flight out. First and last time with this airline.",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Jun,2023.0,Poor customer service.,Cape Town Central,Phnom Penh International Economy,"Ethiopian changed my wife's flight to a day earlier . They informed BudgetAir of their change. BudgetAir did changed the Ethiopian flights, but did not change the connection from Bangkok to Phnom Penh. On phoning Ethiopian airlines I was informed that they had now made the change only to find that the call center agent did not follow through and the change was cancelled. Now we are being given the run around and it looks like my wife will have to spend over 24 hours at Bangkok airport.",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Jun,2023.0,CANCELLED FLIGHT BOOKING AFTER PAYMENT,Melbourne,Nairobi International Economy,"Tickets were booked via 'mytrip' online and the ticket has been cancelled and the reason is a technical reason. The explanation is that Ethiopian Airlines cancelled. Booked again through ""Booking.com"" this has been cancelled. Both agents stated that Ethiopian Airlines is holding the money. I can't travel and I can't get a refund for the two cancelled bookings.",3.0,1.0,4.0,3.0,4.0,TripAdvisor
Jul,2023.0,Flight was very pleasant,Johannesburg,Dakar,"Flight was very pleasant and staff extremely professional. The call centre is very incompetent, a simple flight change takes up to 4 phone calls of 30 minutes each. They are rude and extra services and seat prepaid services like lounge, seat selections are not honoured with no refunds.",5.0,5.0,5.0,3.0,3.0,AirlineQuality
Jul,2023.0,upgraded seat which I never received,Tel Aviv,Johannesburg,"1. I paid for an upgraded seat which I never received. 2. In addressing the air hostess and head management I was told “ we are full so sit down” 3. The television screen was broken and I was told it would be reset, 6 hrs later nothing ! And don’t ask for ear headsets because they seem to decide when and who can have. These are not handed freely! 4. The staff chose to ignore general passengers when they ask for anything and often reply “I’ll go look, or let me see“ and never come back or just avoid getting to you at all. 5. They rudely wake you up when serving anything and if you ask for anything additional they feel the need to blame you for not taking at the right time. 6. Staff were untidy I would think pride in what you do starts from appearance. 7. This airline needs serious intervention and Management needs guidance on handling staff and passengers. 8. To top it off, they must know they are a problem as at the end of the flight not one member of the crew was found at the door exiting and I came from the back of the plane so they had ample time to converse and say farewell to passengers as all other airlines do, I suppose they knew what passengers would say to them and chose to go elsewhere.",3.0,2.0,1.0,2.0,2.0,AirlineQuality
Jul,2023.0,seat I had reserved was no longer available,Dubai,Cape Town,"During my flight in July 2023, a delay occurred. The cabin crew assured us that the connecting flight would wait for Cape Town passengers and that ground staff had been informed. However, upon arriving at Addis airport, I found chaos with numerous delayed passengers and inadequate hotel accommodations arrangements. Furthermore, my in-transit luggage was missing for four hours, adding further inconvenience and the seat I had reserved was no longer available. I must highlight the unsatisfactory state of the toilets. One toilet was blocked, while another had accumulated years of sticky waste on the seat rim. Additionally, the cabin crew's uncooperative attitude in providing essential items for passengers, such as swallowing tablets or providing wipes for hand cleanliness, was concerning. Excessive noise from the kitchen area and lack of attention to passenger needs were also noticeable. I would acknowledge the contrasting experience provided in business class. I upgrade occasionally, or buy extra Shebamiles for upgrading or use Shebamiles. This is where passengers receive amenities like hot towels, menus, and recommendations regarding available choices. As a loyal customer who has flown with ET since 2011, I am disappointed to see the evident disparity in treatment between economy and business class passengers. It is disappointing when flights scheduled to arrive on a specific day are delayed, causing passengers to arrive a day later. This lack of consistency with the DBX-Addis-CT flights is worrying.",2.0,1.0,2.0,1.0,2.0,AirlineQuality
Jul,2023.0,extremely disappointed,Addis Ababa,Dubai,"I am extremely disappointed with Ethiopian Airlines and their staff. During my recent flight from Addis Ababa, Ethiopia to Dubai, my friend and I checked in and received our boarding passes and luggage stickers. However, when we tried to load our luggage, we were told to go back to the line and check our tourist visa. We went to another counter to verify our visa with the agent name Meron Teklay (I appreciate her handling and she is well experienced) and then returned to the agent to drop off our bags, as we had our boarding passes and luggage stickers. Unfortunately, the agent was rude and refused to let us drop off our luggage, instructing us to go back to the line. It's frustrating that we completed all the necessary procedures but were still not allowed to proceed. I am aware that the Ethiopian government invested a significant amount of money in a smart checking system, but it seems like it is not being utilized effectively. I have personally traveled multiple times with a permanent residence permit for the United States of America and hold Silver Sheba miles status. This experience with Ethiopian Airlines on July 8, 2023, was the worst in terms of customer handling. I strongly believe that several Ethiopian Airlines travelers will share similar experiences and reviews very soon. I would like to bring attention to the supervisor on duty, Tewodros Assefa, on this date.",3.0,3.0,2.0,1.0,3.0,AirlineQuality
Jul,2023.0,Lost baggage,Blantyre,Washington DC International,"The on plane experience was okay until I lost my bag. They never do anything about it, they keep transferring me to different offices with zero help.",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Jul,2023.0,ETHIOPIAN AIRLINES NEVER ADDRESSES PROBLEMS!,Addis Ababa,Cairo North Africa,"I was hesitant to write this review because I support legitimate African business enterprises. ETHIOPIAN AIRLINES seems great until there is a problem, and then the airline is ABSOLUTELY TERRIBLE. They NEVER address any problems, from loss items, mis-routed luggage, or group sales. They politely (but systematically) IGNORE addressing any issues, but simply disappear from the communication and find a way to either blame the customer or escape responsibility. The airline is more interested in taking consumer money at the moment with no concern of any long-term business with customers. In the last incident in July 2023, the airline representative at Bole Airport (Addis Ababa) *misrouted* my check-in bag to Cairo instead of directly to JFK (NY), and the airline took no responsiblity for this error which cost me an extra 26 hours of travel and about $900, after I had to change plans and stay in Cairo to retrieve my bag. I had to buy a Egypt transit visa, stay in a hotel, and book a new flight from JFK back home to California. Rather than offering a travel voucher or a travel upgrade on a future flight, Ethiopia Airlines took the low road as usual and made a phoney offer of a ""complimentary flight change."" In decades of traveling internationally I have never had to change my flight (until their error last summer), so this phoney ""offer"" allows Ethiopian Airlines to make an error which costs me time and money, take no responsbiily (which they are experts in doing), and not pay a dime in compensation. Their phoney ""offer"" is to present a scenario that will almost never happen, rather than respecting the customer and at least meeting me half way. Ethiopian Airlines is a multiple-billion dollar airline but is more interested in saving a few dollars than respecting cusomers and addressing problems. BEWARE OF ETHIOPIAN AIRLINES, because after you get past the initial hospitality and smiles, you will find that they don't address ANY problems, and always wants the customer to pay the cost of their mistakes and very poor behind-the-scenes organization. You have been warned.",3.0,1.0,4.0,3.0,4.0,TripAdvisor
Jul,2023.0,Lost luggage,Harare,Mumbai International,"My luggage wasn't brought out, and when contacted they say they will call back and then they never do, I spent the whole week calling for my luggage and I haven't been updated on its whereabouts, I arrived in Mubai on Sunday 20 August 2023.",4.0,2.0,4.0,1.0,4.0,TripAdvisor
Jul,2023.0,Qatar to Cape Town with 30-45min layover,Doha,Cape Town Central International,"I really worried myself with the flight layover and spent days looking up reviews just like this. My flight departed late from Doha. 45 minutes later. That meant I would miss my layover. Luckily we made the time up in the air. But if we didn't, I would miss my flight all in all... At Addis all you have to do is listen and be fast paced. There is this guy I saw both time during my incoming and outgoing flights from their airport. All he does is shout and direct you. He is the man to look for. He'll be shouting and that's where you need to go. I made it through the airport and security checks in time don't be shy to run. They lost my bag but it was returned about two days later intact. You can track when your bag has been put on the flight or not through the application. Both bags were safe when I returned from CPT back to Doha. On the return as well, they picked us directly off the flight and asked us to stand aside. They will transport you on the tarmac when you have the 30 minute return flight. The second flight did not have a screen but I prepared for that with my laptop. Always check the sizes of your flight people. It was so cramped and I honestly couldn't breathe. Food was okay... Bute service was another thing. They told me to get up and get my drinks by myself. I was okay with that but I had an elderly man who moaned every time I wanted to get up. which was only about twice through about a 6 or more hour flight. I pressed my button multiple times as well... but no answer to my thirst. But all in all a good experience and worth the amount I paid for which was half the cash I spent on the qatar airways flight the first time I went to CPT.",3.0,2.0,5.0,3.0,3.0,TripAdvisor
Jul,2023.0,Worst airlines and worst staff,Addis Ababa,New Delhi International,"Thé worst airlines,thieves…We paid for better seats in front and they resold to other people without refund…plain thieves…Staff at the airport are rude,not helpful,obnoxious and flight attendants really need better training…They do not just care about their jobs…Underperforming overall…One staff insulted my brother…Do not ever fly with Ethiopian airlines and transit In Addis…The food in the plane is disgusting…They just do not care…Rice so dry, chicken looking like vomit…They will starve you in the plane and they will only serve you one time with a disgusting food…Rubbish…Do not waste money on this airlines…As a customer,you deserve better service…It can even get worse if you are traveling with babies and children and long flight…I have travelled with a baby and it was stressful traveling with this airlines…on top of their disgusting customer service…Baby food steamer got broken inside my luggage because of the way they handle luggage… Avoid at any cost…",1.0,1.0,1.0,1.0,1.0,TripAdvisor
Jul,2023.0,This is over one month since they lost my mum's bag. No one is taking responsibility or accountable for that.,Bahir Dar,London International,People should avoid this airline for thier own safety. They are useless and unsafe. I still wonder why they operate.,3.0,4.0,4.0,3.0,4.0,TripAdvisor
Jul,2023.0,Garbage Airlines,Atlanta,Kilimanjaro National Park International,"GARBAGE. Absolutely and positively garbage. Condition of plane, garbage. Service garbage. Food garbage. Service garbage. This is like flying in a parody, the only thing missing is ACTUAL goats in the cabin, disgusting, and dirty, and so complacent. AND THEY MADE ME CHECK an heirloom, that no other airline would make you check, and as i told them they would THEY LOST IT, it is irreplaceable, and THEY ARE MAKING ME FLY TO ATLANTA TO FILE THE MISSING ITEM REPORT they wont help me find it they will not help THEY ARE GARBAGE. OH and HOW anything successfully flies out out of Addis is a miracle that Airport is TRASH. broken planes and piles of FOD everywhere, run ways werent even clean, it smells, it is run down and the security MAKES NO SENSE and they are all mean, and I WITNESSED TWO PICKPOCKETINGS!!! this place is a JAIL",1.0,4.0,1.0,1.0,1.0,TripAdvisor
Jul,2023.0,I will never use this airline and all the people who know me stay away from this airline,Addis Ababa,Chicago International,"I had a horrible experience with Ethiopian airlines. I booked my ticket and paid extra for seats and assigned 13A and 13B. When I get to checking after it took her more than 30 minutes to process my passport and tickets. Then she gave a boarding pass saying I am on standby. I told her I am assigned on sets because I paid extra. She said they will give me my sets so to do not worry. Then me and my 12 years old daughter passed all the security and get to our gates. We waited for the line and we kept on the side as a standby. I was telling to the attendant I paid extra for the seats and try to show them my ticket no body cares. My daughter about to cry because the plane will take off at 10:30 pm we still outside till 10:22pm. Finally they let us in gave us 23D and 41H. Majority of the waitress are rude. I will never ever fly in this airline. I saw rudeness, luck of discipline, uck of experience. Overall bad",1.0,1.0,1.0,1.0,1.0,TripAdvisor
Jul,2023.0,My Horrible experience with Ethiopian airlines.,Manchester,Accra International,"Hello world, please avoid flying with Ethiopian airlines at all cost. Their customer service is beyond abysmal.",1.0,1.0,1.0,1.0,1.0,TripAdvisor
Jul,2023.0,"Incredibly Incompetent and Bad Customer Treatment: Zero result, Zero follow-up[",Addis Ababa,Lilongwe Africa,"Day one: I called Global Call center and submitted online request for upgrade using Sheba miles. Day 3: Nothing happened, so I send an enquiry to Ethiopian airlines vis its customer service email. Day 5: I received a reply only saying that I should submit the request vis website (which I did to start with) Day 7: Still nothing happening, I called Global call center. I was assured that they are working on my request and upgrade would be confirmed in a few hours. Then unexplainable I was again requested to submit request via its website (which I did in 3 minutes) Day 8: Nothing happened. I called Global Call center and the call was cut in the middle of the conversation, explanation basically that they cannot do anything about it as ""other people should be doing the job"". Is this a typ[ical good service for Ethiopian airlines for one of its frequent fliers???",3.0,1.0,2.0,2.0,2.0,TripAdvisor
Jul,2023.0,Ethiopian Airlines is lacking in all areas,Victoria,Washington DC International,"I recently flew on Ethiopian Airlines from Seychelles to Dulles Airport in the United States. I would first like to thank the staff of Ethiopian Airlines in Seychelles. They were very accommodating in working with the Seychelles government so that we could be guests of the president and meet our flight on time. They worked well with all the government officials. However, once leaving Seychelles, our experience turned for the worse. All passengers were not created equal. While I can appreciate that the staff took care of their fellow citizens but do not neglect the passengers who are not Ethiopian. I felt unwanted and unseen. Customer service was lacking. Let's talk about the airplane itself. The aircraft was old and reminded me of the planes of the late 70s and early 80s. The seats were small, but we did upgrade due to the much-needed legroom. Business class is subpar compared to other airlines but was definitely needed on a long flight. I travel with a large group all over the world. We received subpar service. Arriving at Addis Ababa Airport was a complete nightmare. I appreciate the security, but standard operating procedures were inefficient, and we wasted valuable time. Once getting off the plane, we went through security. While in the airport terminal, we had to go through another checkpoint before sitting at our gate. Some family members were checked a third time. A women security officer felt up the bosom area at the third check, warranting a traumatic experience for a family member. We observed more foreigners going through the third checkpoint than Ethiopian Nationals. While we were at our gate, we wanted to get food. Although we were still in the terminal, we were not allowed outside the gate area to get food. The gate area only has a bathroom, and no food is permitted. We had 17 more hours before arriving in America, and we were hungry, and some people had low blood sugar levels. We tried to upgrade our seats to business class at the gate and were told it was outside the gate area on the other side of security, but they would not allow us to leave the area. We had eight (8) people that needed to upgrade, and they did not want to send someone to the gate area to do that. We finally convinced them to do the upgrades at the gate. I encourage Ethiopian Airlines and the Addis Ababa Airport to review their standing operating procedures and customer service. You never know who may be flying on your airline and sitting in those seats.",2.0,1.0,1.0,2.0,2.0,TripAdvisor
Jul,2023.0,Worst airline,Addis Ababa,Washington DC International,"This was the worst airline ever. I’ll begin from the plane, which was old and worn to the stewardess who showed total bias towards other Ethiopian patrons. The service was awful and I don’t ever want to fly on this airline again.",1.0,1.0,1.0,1.0,1.0,TripAdvisor
Jul,2023.0,ET was unresponsive and lacked empathy and responsibility in an error on their part during mine and my pet's journey.,Dubai,Lagos International,"Had a very disappointing, disturbing and stressful journey with ET in regards to relocating my pet.",3.0,4.0,4.0,3.0,4.0,TripAdvisor
Jul,2023.0,Nairobi office - real help.,Chengdu,Nairobi International,"I would like to thank Mr.Simeon, Kenya (Nairobi) representative for his real and big help to solve our difficult luggage issue has happened on the route China /Ethiopia/Kenya. Mr.Simeon, we appreciate a lot your engagement and willing to help us to get very important luggage. Thank you very much!",3.0,5.0,4.0,3.0,4.0,TripAdvisor
Jul,2023.0,"Not a good Airlines, nor a customer friendly",Buenos Aires,New Delhi International,"I have booked a ticket from Buenos Aires (Argentina) to New Delhi (India) on 20 July 2023. It is my Transit flight ticket and I have changed my flight from Addis Ababa. As on 22 July, 2023 in morning reached the flight Delhi at 8:15 AM, after the immigration clearance I reached at the counter number 11 as announced by the flight attendant to collect the baggage. But my baggage was missing. I have done a complain regarding this and after 4 days I have received my baggage on 25 July, 2023. But unfortunately my baggage was open by someone and the gifts and clothes, which I have purchased in Buneous Aires was missing with a cash of USD 250/-. It is big setback for me that I have visited first time in a foreign country and purchased many gifts for my family and friends. It is a big taint for the reputed Airlines. I can't forget this incident in my life. I have very bitter experience from airline side. I have booked irrespective this fact, as negative remarks given by someone regarding about not availability of vegetarian food and theft of baggage. After the journey I have faced both food problem and theft of my baggage. I will never visit in this airline again and nor recommend to others to do so. It is not only the issue of baggage missing, but a issue of image, as they are claiming to the best in Africa.",2.0,2.0,1.0,1.0,2.0,TripAdvisor
Jul,2023.0,Not recommend,Stockholm,Addis Ababa International,"Not a good airline all together, the service was ok for a business class, but the in ground service and security did not live up to a good airline.",2.0,1.0,1.0,3.0,3.0,TripAdvisor
Jul,2023.0,Worst Airline,Johannesburg,Entebbe Africa,Firstly our seats were not alllocated on our check in tickets. Worst food ever and most of all. Our baggages were lost. Next time I rather pay more than use this cheap flight.,2.0,2.0,1.0,1.0,1.0,TripAdvisor
Jul,2023.0,Ms,Shanghai,Johannesburg International,"I was one of around 20 passengers to have their bags lost. All of us were coming from different places. My one bag was sent on a later flight while the other bag never showed up. When I went to collect my bag I spoke to a woman who also had her bag go missing on a different Ethiopian Air flight. They clearly don't know what they're doing and they are not taking responsibility. I have emailed Star Alliance, multiple people at Ethiopian Air and have not received any response. The TVs on the flight are broken on many seats and the staff is unfriendly. I don't think they will be around for very long. This is a poor reflection not only on Star Alliance and Ethiopian Air, but also negatively impacts tourism for Ethiopia. Very sad.",2.0,2.0,1.0,3.0,2.0,TripAdvisor
Jul,2023.0,They overbooked the flight and bumped me off at the boarding gate when I was rushing for the burial of my family,New Delhi,Harare International,"Ethiopian Airlines are by far the most terrible airline in my flying life. They overbooked the flight and bumped me off at the boarding gate when I was rushing for the burial of my family. All the staff and managers I spoke to were evading me the whole time asking me to wait as they were working on it. For someone who was rushing for a funeral back home, the least they could’ve done was be empathetic but 1 lady manager just said, airlines always overbook and gave me a new boarding pass for 24 hours later. How insane is that",3.0,1.0,1.0,2.0,2.0,TripAdvisor
Jul,2023.0,An Inconceivable Ordeal: Ethiopian Airlines Flight ET181 Review,Bahir Dar,Addis Ababa Domestic,"Flight ET181 from Bahir Dar to Addis Ababa July 21 2023 has been an absolute nightmare from start to finish. I booked this flight with high hopes of a smooth journey, but unfortunately, it turned out to be a series of unimaginable inconveniences. The flight was canceled not once, not twice, but an astonishing five times, leaving my family and me stranded without any assistance or support from the airline. First and foremost, the constant flight cancellations were deeply frustrating and bewildering. Our travel plans were repeatedly disrupted, leaving us in a state of perpetual uncertainty. The lack of communication from Ethiopian Airlines further exacerbated the situation, with no clear information provided regarding the reasons for the cancellations or any alternative arrangements. Adding to our misery, the airline's failure to provide any on-ground assistance during these trying times was utterly disappointing. After the fifth cancellation, we found ourselves stranded at the airport during the late hours of the night, with no available taxi services to take us to a nearby hotel or any food options to address our basic needs. This complete lack of service is unacceptable, especially considering the airline's responsibility towards its passengers.",1.0,1.0,1.0,3.0,1.0,TripAdvisor
Jul,2023.0,Do something about rude and disrespectful national security people. They do NOT represent Our Beloved country Ethiopia,Addis Ababa,Atlanta International,"I recently flew with Ethiopian Airlines and would like to recognize their employees for their professionalism and politeness. Despite some issues with flight delays and miscommunication, the flight attendants and other staff went above and beyond to help frustrated travelers and answer their questions. I also want to commend the pilots for a smooth landing. However, I had a terrible experience at the Addis Ababa airport. While I understand the need for security measures, the manner in which they were carried out by some employees was unacceptable. The disrespect and rudeness displayed by some of the security personnel were shocking and did not reflect well on our country. Many travelers from different countries shared similar experiences of being treated harshly and with a lack of manners. The security personnel would even dig through passengers' bags just to aggravate them, and some made derogatory comments about passengers' appearances. It was disheartening to see such behavior from airport employees.",5.0,1.0,1.0,2.0,4.0,TripAdvisor
